sample	Chromosome	Start.bp	End.bp	n_probes	length	seg_sigma	W	copy_ratio	modal_cn	expected_cn	subclonal	cancer_cell_frac	ccf_ci95_low	ccf_ci95_high	hz
SRP055730	2	109074380	109508626	42	434246	0.01929	0.00016	0.43486	2	2	0	1	1	1	0
SRP055730	2	110306223	111430231	69	1124008	0.01505	0.00041	0.41349	2	2	0	0.25	0.04381	0.48966	0
SRP055730	2	111491951	112319132	11	827181	0.03769	3e-04	0.29628	1	1	0	1	1	1	0
SRP055730	2	112479775	122351211	196	9871436	0.00893	0.0036	0.38663	2	1.99996	1	0.44	0.23515	0.63819	0
SRP055730	2	122641729	127864167	26	5222438	0.02451	0.00191	0.30747	1	1	0	1	1	1	0
SRP055730	2	127933033	133075220	170	5142187	0.00959	0.00188	0.42766	2	2	0	1	1	1	0
SRP055730	2	133123810	135365657	24	2241847	0.02552	0.00082	0.32388	1	1	0	1	1	1	0
SRP055730	2	135533430	136713693	53	1180263	0.01717	0.00043	0.47838	2	2	0	0.22	0.03219	0.47653	0
SRP055730	2	136805030	152007282	139	15202252	0.0106	0.00555	0.32986	1	1	0	1	1	1	0
SRP055730	2	152109816	152321757	15	211941	0.03227	8e-05	0.50443	2	2.00248	1	0.41	0.07954	0.76614	0
SRP055730	2	152323702	180906580	873	28582878	0.00423	0.01043	0.37238	1	1.00035	1	0.54	0.37094	0.70766	0
SRP055730	2	182335441	198148267	290	15812826	0.00734	0.00577	0.37217	1	1.00053	1	0.55	0.35054	0.73095	0
SRP055730	2	198252773	198643483	21	390710	0.02728	0.00014	0.53881	3	2.99993	1	0.65	0.31595	0.93771	0
SRP055730	2	198797813	201611160	41	2813347	0.01952	0.00103	0.3705	1	1.00488	1	0.56	0.27667	0.82721	0
SRP055730	2	201680953	202067218	25	386265	0.025	0.00014	0.55391	3	3	0	0.76	0.43726	0.97382	0
SRP055730	2	202098380	203021380	52	923000	0.01733	0.00034	0.43252	2	2	0	1	1	1	0
SRP055730	2	203052902	204686608	61	1633706	0.016	6e-04	0.55438	3	3	1	0.76	0.50683	0.9652	0
SRP055730	2	204777948	206645579	17	1867631	0.03032	0.00068	0.31409	1	1	0	1	1	1	0
SRP055730	2	206736740	207091155	14	354415	0.03341	0.00013	0.56223	3	3	0	1	1	1	0
SRP055730	2	207154970	219170198	227	12015228	0.0083	0.00438	0.37991	2	1.89993	1	0.49	0.28801	0.68208	0
SRP055730	2	219204103	219496745	19	292642	0.02868	0.00011	0.59763	3	3	0	1	1	1	0
SRP055730	2	219501285	220297356	57	796071	0.01656	0.00029	0.45557	2	2	0	1	1	1	0
SRP055730	2	220321459	220497155	15	175696	0.03227	6e-05	0.3769	1	1.46714	1	0.51	0.15187	0.86096	0
SRP055730	2	222191886	225786242	65	3594356	0.0155	0.00131	0.39484	2	2	1	0.38	0.1335	0.62567	0
SRP055730	2	227661970	228465962	34	803992	0.02144	0.00029	0.42066	2	2	0	1	1	1	0
SRP055730	2	228718938	230709658	29	1990720	0.02321	0.00073	0.38511	2	1.98859	1	0.45	0.15113	0.74947	0
SRP055730	2	230997397	231999606	38	1002209	0.02028	0.00037	0.40322	2	2	1	0.32	0.06714	0.59977	0
SRP055730	2	232020524	232656236	20	635712	0.02795	0.00023	0.54398	3	2.99999	1	0.69	0.34727	0.95564	0
SRP055730	2	232725299	243112486	236	10387187	0.00814	0.00379	0.40738	2	2	1	0.29	0.09586	0.48358	0
SRP055730	20	68523	6125672	151	6057149	0.01017	0.00221	0.49176	2	2	1	0.31	0.10368	0.51979	0
SRP055730	20	6176654	9033269	23	2856615	0.02606	0.00104	0.35937	1	1.00008	1	0.64	0.30996	0.92576	0
SRP055730	20	9261931	10282047	19	1020116	0.02868	0.00037	0.64731	3	3.00334	1	0.43	0.10846	0.76826	0
SRP055730	20	10510585	13416403	27	2905818	0.02406	0.00106	0.6247	3	3	1	0.27	0.04012	0.57747	0
SRP055730	20	13507002	14152161	17	645159	0.03032	0.00024	0.88917	5	5	1	0.17	0.02299	0.53635	0
SRP055730	20	14605335	17700551	33	3095216	0.02176	0.00113	0.46376	2	2	0	1	1	1	0
SRP055730	20	17842061	18551707	26	709646	0.02451	0.00026	0.6436	3	3.00016	1	0.41	0.10669	0.71336	0
SRP055730	20	18661179	25068718	89	6407539	0.01325	0.00234	0.47861	2	2	0	0.22	0.03621	0.44898	0
SRP055730	20	25133741	25661906	18	528165	0.02946	0.00019	0.6392	3	3.00011	1	0.38	0.07101	0.71735	0
SRP055730	20	25707636	31544938	73	5837302	0.01463	0.00213	0.40063	2	2	1	0.34	0.10222	0.57792	0
SRP055730	20	31578547	31912890	17	334343	0.03032	0.00012	0.28445	1	1	0	1	1	1	0
SRP055730	20	31937975	32360853	13	422878	0.03467	0.00015	0.43704	2	2	0	1	1	1	0
SRP055730	20	32405606	33517033	34	1111427	0.02144	0.00041	0.32668	1	1	0	1	1	1	0
SRP055730	20	33644730	34651601	46	1006871	0.01843	0.00037	0.33512	1	1	0	1	1	1	0
SRP055730	20	35175288	35804581	30	629293	0.02282	0.00023	0.91297	5	5	1	0.34	0.07215	0.6397	0
SRP055730	20	35822845	37654996	54	1832151	0.01701	0.00067	0.56614	3	3	0	1	1	1	0
SRP055730	20	39593729	39999454	15	405725	0.03227	0.00015	0.5645	3	3	0	1	1	1	0
SRP055730	20	40027242	41904108	25	1876866	0.025	0.00068	0.44777	2	2	0	1	1	1	0
SRP055730	20	42018656	44378614	62	2359958	0.01588	0.00086	0.63721	3	3	1	0.36	0.11216	0.60644	0
SRP055730	20	44410275	44642626	19	232351	0.02868	8e-05	0.78591	4	4.00373	1	0.43	0.10627	0.7654	0
SRP055730	20	44657004	45277389	24	620385	0.02552	0.00023	0.49221	2	2	1	0.32	0.05361	0.63331	0
SRP055730	20	45800981	46273990	13	473009	0.03467	0.00017	0.32341	1	1	0	1	1	1	0
SRP055730	20	46281488	47570366	15	1288878	0.03227	0.00047	0.21793	0	0.00315	1	0.66	0.28267	0.9491	1
SRP055730	20	47586806	48636688	41	1049882	0.01952	0.00038	0.33463	1	1	0	1	1	1	0
SRP055730	20	48706099	50174735	24	1468636	0.02552	0.00054	0.628	3	3	1	0.29	0.04548	0.61086	0
SRP055730	20	50228452	50775836	11	547384	0.03769	2e-04	0.84173	5	5	1	0.83	0.40348	0.98577	0
SRP055730	20	52511087	54837605	17	2326518	0.03032	0.00085	0.49594	2	2.00004	0	0.34	0.05624	0.69409	0
SRP055730	20	54898425	55439525	15	541100	0.03227	2e-04	0.71506	4	4	0	0.92	0.51923	1	0
SRP055730	20	55662160	62208300	128	6546140	0.01105	0.00239	0.50928	2	2.00005	1	0.44	0.21931	0.65198	0
SRP055730	20	62249671	62652922	15	403251	0.03227	0.00015	0.75935	4	4	1	0.24	0.03002	0.60988	0
SRP055730	21	9451907	10689766	18	1237859	0.02946	0.00045	0.47696	2	2	0	1	1	1	0
SRP055730	21	10892065	14812240	38	3920175	0.02028	0.00143	0.48647	2	2	0	0.28	0.04623	0.55516	0
SRP055730	21	14861893	34721246	243	19859353	0.00802	0.00725	0.38514	2	1.99983	1	0.45	0.25238	0.64258	0
SRP055730	21	34896610	35351070	30	454460	0.02282	0.00017	0.46081	2	2	0	1	1	1	0
SRP055730	21	35443006	37280264	17	1837258	0.03032	0.00067	0.3442	1	1	0	0.75	0.38371	0.97374	0
SRP055730	21	37510905	37784712	19	273807	0.02868	1e-04	0.65567	3	3.13555	1	0.49	0.15587	0.82489	0
SRP055730	21	37823711	40598347	52	2774636	0.01733	0.00101	0.39334	2	2	1	0.39	0.13246	0.64926	0
SRP055730	21	40610423	40825105	11	214682	0.03769	8e-05	0.51811	2	2.3282	1	0.5	0.12118	0.88056	0
SRP055730	21	40866981	47570346	144	6703365	0.01042	0.00245	0.39563	2	2	1	0.38	0.16078	0.58402	0
SRP055730	21	47607424	47941599	23	334175	0.02606	0.00012	0.50819	2	2.00309	1	0.43	0.11942	0.74958	0
SRP055730	22	16075930	17499260	58	1423330	0.01641	0.00052	0.51729	2	2.24771	1	0.5	0.23916	0.74731	0
SRP055730	22	17553720	18218095	20	664375	0.02795	0.00024	0.82373	5	5	1	0.7	0.35914	0.9599	0
SRP055730	22	18263576	20340730	75	2077154	0.01443	0.00076	0.58916	3	3	0	1	1	1	0
SRP055730	22	20737050	21445049	33	707999	0.02176	0.00026	0.71076	4	4	0	0.89	0.57741	1	0
SRP055730	22	21472700	21688272	16	215572	0.03125	8e-05	0.5613	3	3	0	1	1	1	0
SRP055730	22	21720467	22309409	16	588942	0.03125	0.00021	0.81374	5	4.99812	1	0.63	0.26632	0.93624	0
SRP055730	22	22332174	22793555	16	461381	0.03125	0.00017	0.51151	2	2.03377	1	0.46	0.1142	0.80694	0
SRP055730	22	22823688	22987747	11	164059	0.03769	6e-05	0.6558	3	3.15789	1	0.49	0.11475	0.87376	0
SRP055730	22	23000301	23435737	13	435436	0.03467	0.00016	0.44539	2	2	0	1	1	1	0
SRP055730	22	23478749	25335593	87	1856844	0.0134	0.00068	0.74228	4	4	0	0.12	0.01833	0.35559	0
SRP055730	22	25396526	28774961	55	3378435	0.01685	0.00123	0.56021	3	3	0	0.81	0.5408	0.97876	0
SRP055730	22	29308448	31736493	82	2428045	0.0138	0.00089	0.6756	4	4	1	0.64	0.39593	0.86565	0
SRP055730	22	31778827	32222460	26	443633	0.02451	0.00016	0.89517	5	5	1	0.22	0.02851	0.52988	0
SRP055730	22	32234603	36735945	77	4501342	0.01425	0.00164	0.59875	3	3	0	1	1	1	0
SRP055730	22	36958113	37902168	21	944055	0.02728	0.00034	0.54891	3	3	0	0.73	0.38617	0.96643	0
SRP055730	22	37939522	39930305	71	1990783	0.01483	0.00073	0.74475	4	4	0	0.13	0.01989	0.38209	0
SRP055730	22	40251967	43587060	114	3335093	0.01171	0.00122	0.76729	4	4	1	0.3	0.08116	0.51286	0
SRP055730	22	43613755	46111979	53	2498224	0.01717	0.00091	0.61893	3	3	0	0.23	0.03491	0.48692	0
SRP055730	22	46605190	47154669	24	549479	0.02552	2e-04	0.6416	3	3.00008	1	0.39	0.09259	0.70624	0
SRP055730	22	47241923	50006022	17	2764099	0.03032	0.00101	0.45446	2	2	0	1	1	1	0
SRP055730	22	50116253	51085820	41	969567	0.01952	0.00035	0.67912	4	4	1	0.66	0.38071	0.91766	0
SRP055730	3	213857	9799766	126	9585909	0.01114	0.0035	0.40594	2	2	1	0.3	0.08883	0.51517	0
SRP055730	3	9805353	10307025	36	501672	0.02083	0.00018	0.6038	3	3	0	1	1	1	0
SRP055730	3	10316263	11072845	14	756582	0.03341	0.00028	0.34853	1	1.00002	0	0.72	0.33177	0.96882	0
SRP055730	3	11189571	11938036	16	748465	0.03125	0.00027	0.49725	2	2.0001	0	0.35	0.05837	0.70968	0
SRP055730	3	12030610	12519074	10	488464	0.03953	0.00018	0.39127	2	1.98434	0	0.41	0.06581	0.81468	0
SRP055730	3	12558204	12886528	13	328324	0.03467	0.00012	0.54636	3	2.9999	0	0.71	0.31455	0.96772	0
SRP055730	3	12921098	19811481	121	6890383	0.01136	0.00251	0.40007	2	2	1	0.35	0.12409	0.55871	0
SRP055730	3	19923714	20100191	12	176477	0.03608	6e-05	0.56941	3	3	0	1	1	1	0
SRP055730	3	20475317	23765947	14	3290630	0.03341	0.0012	0.33389	1	1	0	1	1	1	0
SRP055730	3	24072296	28601328	64	4529032	0.01562	0.00165	0.38126	2	1.94849	1	0.48	0.2269	0.72408	0
SRP055730	3	28815766	31474388	18	2658622	0.02946	0.00097	0.30311	1	1	0	1	1	1	0
SRP055730	3	31499461	33901103	67	2401642	0.01527	0.00088	0.46653	2	2	0	1	1	1	0
SRP055730	3	34060272	36348290	14	2288018	0.03341	0.00083	0.28153	1	1	0	1	1	1	0
SRP055730	3	36515383	36926382	18	410999	0.02946	0.00015	0.37004	1	1.03691	1	0.56	0.2123	0.8863	0
SRP055730	3	36984860	37368135	23	383275	0.02606	0.00014	0.47294	2	2	0	1	1	1	0
SRP055730	3	37369065	39340932	80	1971867	0.01398	0.00072	0.37364	1	1.01524	1	0.54	0.29304	0.76713	0
SRP055730	3	40680363	41771212	12	1090849	0.03608	4e-04	0.34862	1	1.00009	0	0.72	0.31154	0.97023	0
SRP055730	3	42208589	47054871	151	4846282	0.01017	0.00177	0.42037	2	2	0	0.2	0.03318	0.40635	0
SRP055730	3	47080000	48574248	66	1494248	0.01539	0.00055	0.56395	3	3	0	1	1	1	0
SRP055730	3	48596283	48703814	18	107531	0.02946	4e-05	0.41574	2	2	0	1	1	1	0
SRP055730	3	49011854	49196510	21	184656	0.02728	7e-05	0.51847	2	2.39286	1	0.51	0.17557	0.82826	0
SRP055730	3	49230559	49569368	15	338809	0.03227	0.00012	0.70292	4	4	0	0.83	0.44689	0.9859	0
SRP055730	3	49629282	51455722	80	1826440	0.01398	0.00067	0.46825	2	2	0	1	1	1	0
SRP055730	3	51666383	52367397	33	701014	0.02176	0.00026	0.46656	2	2	0	1	1	1	0
SRP055730	3	52381437	52563325	26	181888	0.02451	7e-05	0.28992	1	1	0	1	1	1	0
SRP055730	3	52576680	52816330	23	239650	0.02606	9e-05	0.55951	3	3	0	1	1	1	0
SRP055730	3	52821976	52950316	11	128340	0.03769	5e-05	0.38428	2	1.90683	1	0.46	0.09309	0.84606	0
SRP055730	3	52960260	53452833	14	492573	0.03341	0.00018	0.50622	2	2.00616	1	0.42	0.08324	0.78565	0
SRP055730	3	53600003	56529913	48	2929910	0.01804	0.00107	0.33502	1	1	0	1	1	1	0
SRP055730	3	56594719	69428675	202	12833956	0.00879	0.00468	0.43935	2	2	0	1	1	1	0
SRP055730	3	69628953	72857840	23	3228887	0.02606	0.00118	0.24819	1	0.99924	1	0.44	0.12312	0.75444	0
SRP055730	3	73172805	75387993	20	2215188	0.02795	0.00081	0.259	1	0.99999	1	0.36	0.06705	0.69171	0
SRP055730	3	75401734	75726054	14	324320	0.03341	0.00012	0.36358	1	1.00649	1	0.61	0.23009	0.92985	0
SRP055730	3	75840210	87721101	68	11880891	0.01516	0.00434	0.27755	1	1	0	0.23	0.03604	0.46916	0
SRP055730	3	87937132	101101635	165	13164503	0.00973	0.0048	0.37217	1	1.00106	1	0.55	0.33351	0.74788	0
SRP055730	3	101146992	101502502	19	355510	0.02868	0.00013	0.51887	2	2.42976	1	0.51	0.16996	0.83918	0
SRP055730	3	101530623	106695882	31	5165259	0.02245	0.00188	0.27852	1	1	0	0.22	0.02973	0.51718	0
SRP055730	3	106824793	108926199	59	2101406	0.01627	0.00077	0.3656	1	1.00003	1	0.59	0.33464	0.83964	0
SRP055730	3	109255374	112747187	62	3491813	0.01588	0.00127	0.37844	2	1.6053	1	0.5	0.24527	0.74606	0
SRP055730	3	113024807	113418234	28	393427	0.02362	0.00014	0.40916	2	2	0	0.28	0.04302	0.58274	0
SRP055730	3	113656125	114038041	17	381916	0.03032	0.00014	0.39836	2	1.99987	1	0.36	0.06129	0.70636	0
SRP055730	3	114064210	118327709	19	4263499	0.02868	0.00156	0.28299	1	1	0	1	1	1	0
SRP055730	3	118564393	119166110	15	601717	0.03227	0.00022	0.3876	2	1.98267	1	0.43	0.09593	0.79331	0
SRP055730	3	119183441	121159878	48	1976437	0.01804	0.00072	0.50133	2	2	1	0.38	0.11979	0.64433	0
SRP055730	3	121177683	121359529	17	181846	0.03032	7e-05	0.64682	3	3.00371	1	0.43	0.09978	0.77594	0
SRP055730	3	121374872	122193073	41	818201	0.01952	3e-04	0.50815	2	2.00045	1	0.43	0.15471	0.70366	0
SRP055730	3	122235188	128246203	156	6011015	0.01001	0.00219	0.32042	1	1	0	1	1	1	0
SRP055730	3	128318916	129031891	21	712975	0.02728	0.00026	0.4263	2	2	0	1	1	1	0
SRP055730	3	129077496	133187107	119	4109611	0.01146	0.0015	0.32795	1	1	0	1	1	1	0
SRP055730	3	133258390	133377592	12	119202	0.03608	4e-05	0.42962	2	2	0	1	1	1	0
SRP055730	3	133426057	135760052	40	2333995	0.01976	0.00085	0.297	1	1	0	1	1	1	0
SRP055730	3	135792021	136689129	22	897108	0.02665	0.00033	0.44995	2	2	0	1	1	1	0
SRP055730	3	136755999	138206966	27	1450967	0.02406	0.00053	0.33449	1	1	0	1	1	1	0
SRP055730	3	138219251	138734529	15	515278	0.03227	0.00019	0.64507	3	3.00269	1	0.42	0.08573	0.77709	0
SRP055730	3	138912666	141293144	34	2380478	0.02144	0.00087	0.43055	2	2	0	1	1	1	0
SRP055730	3	141311160	141920570	16	609410	0.03125	0.00022	0.66069	4	3.56024	1	0.53	0.1727	0.87018	0
SRP055730	3	141982991	169508273	397	27525282	0.00627	0.01004	0.42793	2	2	0	1	1	1	0
SRP055730	3	169519502	169850678	20	331176	0.02795	0.00012	0.58307	3	3	0	1	1	1	0
SRP055730	3	169871745	170129722	10	257977	0.03953	9e-05	0.74921	4	4	0	0.17	0.02278	0.60267	0
SRP055730	3	170174646	180733180	147	10558534	0.01031	0.00385	0.39916	2	2	1	0.35	0.13689	0.55787	0
SRP055730	3	182546040	186814656	165	4268616	0.00973	0.00156	0.40269	2	2	1	0.33	0.11677	0.52841	0
SRP055730	3	186878261	194046493	86	7168232	0.01348	0.00262	0.29936	1	1	0	1	1	1	0
SRP055730	3	194087206	194383354	15	296148	0.03227	0.00011	0.38176	2	1.8536	1	0.48	0.12442	0.83125	0
SRP055730	3	195007743	196062812	58	1055069	0.01641	0.00038	0.41024	2	2	1	0.27	0.05124	0.52248	0
SRP055730	3	196086168	197740798	58	1654630	0.01641	6e-04	0.64284	3	3	1	0.4	0.14503	0.65052	0
SRP055730	4	34628	7063310	189	7028682	0.00909	0.00256	0.43258	2	2	0	1	1	1	0
SRP055730	4	7790149	9816026	107	2025877	0.01208	0.00074	0.40473	2	2	1	0.31	0.09112	0.53036	0
SRP055730	4	13272261	17473340	71	4201079	0.01483	0.00153	0.37354	1	1.01675	1	0.54	0.28778	0.77389	0
SRP055730	4	17816304	17900709	11	84405	0.03769	3e-05	0.38481	2	1.9198	1	0.45	0.09104	0.84294	0
SRP055730	4	20432790	20844512	13	411722	0.03467	0.00015	0.37676	1	1.47174	1	0.51	0.14068	0.87351	0
SRP055730	4	22331654	25418383	46	3086729	0.01843	0.00113	0.37512	1	1.1086	1	0.52	0.25128	0.78746	0
SRP055730	4	25781762	26698592	16	916830	0.03125	0.00033	0.41444	2	2	0	1	1	1	0
SRP055730	4	26735809	37520015	57	10784206	0.01656	0.00393	0.32366	1	1	0	1	1	1	0
SRP055730	4	37613925	40818063	100	3204138	0.0125	0.00117	0.50022	2	2	1	0.38	0.14537	0.59712	0
SRP055730	4	40849214	49045734	136	8196520	0.01072	0.00299	0.35131	1	1	1	0.7	0.47648	0.90072	0
SRP055730	4	49074132	49160488	13	86356	0.03467	3e-05	0.68115	4	3.99923	1	0.68	0.2861	0.95967	0
SRP055730	4	51195382	56083296	53	4887914	0.01717	0.00178	0.32665	1	1	0	1	1	1	0
SRP055730	4	56202545	57918313	62	1715768	0.01588	0.00063	0.42935	2	2	0	1	1	1	0
SRP055730	4	58107223	62369115	12	4261892	0.03608	0.00156	0.24823	1	0.99602	1	0.44	0.08601	0.8191	0
SRP055730	4	62449072	69363120	78	6914048	0.01415	0.00252	0.47663	2	2	0	0.21	0.03136	0.44209	0
SRP055730	4	69507601	71509808	85	2002207	0.01356	0.00073	0.48298	2	2	1	0.25	0.04784	0.48169	0
SRP055730	4	71521310	71926140	14	404830	0.03341	0.00015	0.73115	4	4	0	0.04	0.01654	0.45288	0
SRP055730	4	72056115	76468154	76	4412039	0.01434	0.00161	0.49064	2	2	1	0.31	0.0772	0.54149	0
SRP055730	4	76505820	76915364	26	409544	0.02451	0.00015	0.7083	4	4	0	0.87	0.54086	0.98906	0
SRP055730	4	76935341	83279144	127	6343803	0.01109	0.00231	0.50224	2	2	1	0.39	0.16881	0.60159	0
SRP055730	4	83313721	84531030	48	1217309	0.01804	0.00044	0.68337	4	4	1	0.69	0.42149	0.93287	0
SRP055730	4	84728290	113406831	440	28678541	0.00596	0.01046	0.52494	3	2.99986	1	0.55	0.36763	0.72873	0
SRP055730	4	113448532	113729073	18	280541	0.02946	1e-04	0.73369	4	4	0	0.05	0.01665	0.43443	0
SRP055730	4	113842882	128787827	226	14944945	0.00831	0.00545	0.49577	2	2	1	0.34	0.14207	0.53562	0
SRP055730	4	128807209	129059565	15	252356	0.03227	9e-05	0.80549	5	4.93834	1	0.57	0.2038	0.90516	0
SRP055730	4	129091971	139786475	54	10694504	0.01701	0.0039	0.4569	2	2	0	1	1	1	0
SRP055730	4	139972196	140441451	13	469255	0.03467	0.00017	0.70874	4	4	0	0.88	0.46354	0.98883	0
SRP055730	4	140477337	148504435	122	8027098	0.01132	0.00293	0.50119	2	2	1	0.38	0.16006	0.59578	0
SRP055730	4	148850696	151898976	36	3048280	0.02083	0.00111	0.5161	2	2.13376	1	0.49	0.20063	0.7695	0
SRP055730	4	152349525	165707691	172	13358166	0.00953	0.00487	0.49515	2	2	1	0.34	0.13004	0.53957	0
SRP055730	4	166162649	188735713	312	22573064	0.00708	0.00824	0.52611	3	2.99996	1	0.56	0.36817	0.74513	0
SRP055730	4	189244311	191009585	26	1765274	0.02451	0.00064	0.50251	2	2.00009	1	0.39	0.09607	0.69863	0
SRP055730	5	16535513	17355410	16	819897	0.03125	3e-04	0.69715	4	4	0	0.79	0.41805	0.98133	0
SRP055730	5	17478777	21284095	18	3805318	0.02946	0.00139	0.45915	2	2	0	1	1	1	0
SRP055730	5	21626830	31520924	61	9894094	0.016	0.00361	0.46981	2	2	0	1	1	1	0
SRP055730	5	31531213	32559235	28	1028022	0.02362	0.00038	0.72233	4	4	0	1	1	1	0
SRP055730	5	32653844	37100126	113	4446282	0.01176	0.00162	0.52882	3	2.99998	1	0.58	0.35454	0.79737	0
SRP055730	5	37120184	37244502	20	124318	0.02795	5e-05	0.74796	4	4	0	0.16	0.02173	0.50434	0
SRP055730	5	37562234	40267793	54	2705559	0.01701	0.00099	0.48712	2	2	1	0.28	0.05414	0.53585	0
SRP055730	5	40934495	42905014	47	1970519	0.01823	0.00072	0.51543	2	2.07363	1	0.48	0.21327	0.74672	0
SRP055730	5	43263525	43723348	21	459823	0.02728	0.00017	0.57892	3	3	0	1	1	1	0
SRP055730	5	43930257	52590087	48	8659830	0.01804	0.00316	0.44954	2	2	0	1	1	1	0
SRP055730	5	52745422	56253255	75	3507833	0.01443	0.00128	0.5782	3	3	0	1	1	1	0
SRP055730	5	56587137	61453050	47	4865913	0.01823	0.00178	0.47298	2	2	0	1	1	1	0
SRP055730	5	61633474	61836678	16	203204	0.03125	7e-05	0.69493	4	4	1	0.78	0.40352	0.9791	0
SRP055730	5	61872429	64567022	24	2694593	0.02552	0.00098	0.47347	2	2	0	1	1	1	0
SRP055730	5	64669593	65418707	33	749114	0.02176	0.00027	0.59859	3	3	0	1	1	1	0
SRP055730	5	65457951	68291004	36	2833053	0.02083	0.00103	0.44995	2	2	0	1	1	1	0
SRP055730	5	68398468	70961762	147	2563294	0.01031	0.00094	0.8112	5	5	1	0.61	0.39606	0.81833	0
SRP055730	5	71079616	76001874	122	4922258	0.01132	0.0018	0.53895	3	3	1	0.65	0.43071	0.86591	0
SRP055730	5	76326005	79381833	80	3055828	0.01398	0.00112	0.54705	3	3	1	0.71	0.46986	0.93025	0
SRP055730	5	79418771	79953218	23	534447	0.02606	2e-04	0.7113	4	4	0	0.89	0.54673	1	0
SRP055730	5	79966004	114300381	419	34334377	0.00611	0.01253	0.48786	2	2	1	0.29	0.10235	0.46318	0
SRP055730	5	114565510	118017103	39	3451593	0.02002	0.00126	0.4555	2	2	0	1	1	1	0
SRP055730	5	118481185	125851040	77	7369855	0.01425	0.00269	0.47324	2	2	0	1	1	1	0
SRP055730	5	126197324	132233937	124	6036613	0.01123	0.0022	0.51779	2	2.34818	1	0.5	0.27915	0.71449	0
SRP055730	5	132435649	133548092	14	1112443	0.03341	0.00041	0.51668	2	2.22932	1	0.49	0.13207	0.85213	0
SRP055730	5	133600746	134207243	24	606497	0.02552	0.00022	0.89065	5	5	1	0.18	0.02415	0.50833	0
SRP055730	5	134320081	137113266	37	2793185	0.02055	0.00102	0.43956	2	2	0	1	1	1	0
SRP055730	5	137175235	138039517	52	864282	0.01733	0.00032	0.7257	4	4	0	1	1	1	0
SRP055730	5	138627678	139027522	15	399844	0.03227	0.00015	0.74667	4	4	0	0.15	0.02124	0.53033	0
SRP055730	5	139700147	140107153	36	407006	0.02083	0.00015	0.66588	4	3.99245	1	0.57	0.27668	0.84435	0
SRP055730	5	140149701	145452035	181	5302334	0.00929	0.00193	0.50164	2	2	1	0.39	0.17683	0.58475	0
SRP055730	5	145479372	145655704	14	176332	0.03341	6e-05	0.71824	4	4	0	0.94	0.52775	1	0
SRP055730	5	145691996	153742844	176	8050848	0.00942	0.00294	0.49204	2	2	1	0.32	0.10998	0.51662	0
SRP055730	5	153780684	154409422	25	628738	0.025	0.00023	0.63562	3	3	1	0.35	0.06897	0.66024	0
SRP055730	5	156231382	156659175	12	427793	0.03608	0.00016	0.70375	4	4	0	0.84	0.42235	0.98637	0
SRP055730	5	156674051	157022445	15	348394	0.03227	0.00013	0.50812	2	2.01032	1	0.43	0.09436	0.79086	0
SRP055730	5	157064565	157442583	11	378018	0.03769	0.00014	0.65028	3	3.03312	1	0.45	0.09105	0.84296	0
SRP055730	5	158587863	159282438	10	694575	0.03953	0.00025	0.49255	2	2.00033	0	1	1	1	0
SRP055730	5	159391215	159835712	13	444497	0.03467	0.00016	0.63492	3	3.00012	1	0.34	0.05064	0.72493	0
SRP055730	5	159839118	162413931	27	2574813	0.02406	0.00094	0.44323	2	2	0	1	1	1	0
SRP055730	5	163039911	167658565	23	4618654	0.02606	0.00169	0.43547	2	2	0	1	1	1	0
SRP055730	5	167672755	168108420	15	435665	0.03227	0.00016	0.64458	3	3.00222	1	0.41	0.08378	0.77378	0
SRP055730	5	168149258	170663168	41	2513910	0.01952	0.00092	0.46834	2	2	0	1	1	1	0
SRP055730	5	170685652	172623450	34	1937798	0.02144	0.00071	0.67672	4	3.99999	1	0.64	0.35001	0.9133	0
SRP055730	5	172706431	175595356	36	2888925	0.02083	0.00105	0.50506	2	2.00009	1	0.41	0.12744	0.69068	0
SRP055730	5	175683773	176020885	16	337112	0.03125	0.00012	0.70136	4	4	0	0.82	0.44503	0.98482	0
SRP055730	5	176025426	176376631	10	351205	0.03953	0.00013	0.51757	2	2.29262	1	0.5	0.11173	0.88555	0
SRP055730	5	176389644	176688647	12	299003	0.03608	0.00011	0.84471	5	5	1	0.85	0.43415	0.98737	0
SRP055730	5	176700401	180829062	134	4128661	0.0108	0.00151	0.61367	3	3	0	0.19	0.03049	0.40374	0
SRP055730	6	96114	2767487	28	2671373	0.02362	0.00097	0.35664	1	1	1	0.66	0.34656	0.92963	0
SRP055730	6	2810923	3280884	18	469961	0.02946	0.00017	0.45082	2	2	0	1	1	1	0
SRP055730	6	3927263	5033240	22	1105977	0.02665	4e-04	0.43312	2	2	0	1	1	1	0
SRP055730	6	5141580	6710829	15	1569249	0.03227	0.00057	0.33724	1	1	0	1	1	1	0
SRP055730	6	6880531	7540145	20	659614	0.02795	0.00024	0.50854	2	2.00559	1	0.44	0.11275	0.7651	0
SRP055730	6	7565175	10440148	36	2874973	0.02083	0.00105	0.38884	2	1.99944	1	0.43	0.14107	0.70635	0
SRP055730	6	10494846	10973135	23	478289	0.02606	0.00017	0.56192	3	3	0	1	1	1	0
SRP055730	6	10997694	17453239	72	6455545	0.01473	0.00236	0.38868	2	1.99995	1	0.43	0.18058	0.66448	0
SRP055730	6	17519668	18264277	35	744609	0.02113	0.00027	0.55058	3	3	1	0.74	0.44297	0.96288	0
